ID;LIMIT_BAL;SEX;EDUCATION;MARRIAGE;AGE;PAY_0;PAY_2;PAY_3;PAY_4;PAY_5;PAY_6;BILL_AMT1;BILL_AMT2;BILL_AMT3;BILL_AMT4;BILL_AMT5;BILL_AMT6;PAY_AMT1;PAY_AMT2;PAY_AMT3;PAY_AMT4;PAY_AMT5;PAY_AMT6;default.payment.next.month;risk_leak;BILL_AMT_SUM;LIMIT_BAL_LOG;CITY;RISK_RATING
5223;400000.0;1.0;3.0;2.0;49.0;0;0;-2;-2;-1;0;36560.0;0.0;0.0;0.0;1757.0;21667.0;;0.0;0.0;1757.0;20000.0;10158.0;0;-0.17519615809848466;59984.0;12.899.222.326.086.900;City_22;1
5224;90000.0;2.0;2.0;2.0;48.0;2;2;2;0;0;0;87673.0;94448.0;91211.0;38041.0;42605.0;41396.0;9100.0;0.0;1170.0;5000.0;18000.0;5000.0;1;11.881.475.147.051.600;395374.0;11.407.576.060.361.700;City_1;2
5225;50000.0;1.0;2.0;;22.0;2;2;2;0;0;0;50262.0;51040.0;35046.0;28893.0;28772.0;27521.0;2009.0;5.0;1200.0;2000.0;1100.0;3405.0;0;0.19950002473752407;221534.0;10.819.798.284.210.200;City_39;2
5226;60000.0;2.0;1.0;2.0;24.0;0;0;0;2;0;0;57693.0;55760.0;59007.0;56492.0;57565.0;56569.0;2700.0;4800.0;0.0;2100.0;2200.0;2500.0;0;0.03201911518560409;343086.0;11.002.116.507.732.000;City_32;1
5227;;2.0;2.0;2.0;50.0;0;0;-2;-2;-2;-2;20800.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.16630698842092637;20800.0;;City_11;1
5228;250000.0;2.0;1.0;1.0;45.0;0;0;0;0;0;0;214000.0;90010.0;78886.0;79845.0;79323.0;77788.0;3188.0;3282.0;2698.0;2752.0;2843.0;2511.0;0;-0.04839685983617444;619852.0;12.429.220.196.836.300;City_1;1
5229;320000.0;;3.0;2.0;53.0;-1;-1;-1;-1;0;0;3479.0;3479.0;3479.0;12610.0;23942.0;34183.0;3479.0;3479.0;12610.0;15000.0;14184.0;16826.0;1;1.041.851.066.988.500;81172.0;12.676.079.399.771.000;City_13;1
5230;260000.0;2.0;1.0;2.0;27.0;0;0;0;0;0;0;15178.0;23360.0;22099.0;18985.0;19662.0;22274.0;12007.0;8000.0;1000.0;1000.0;5000.0;5000.0;0;-0.0828605241101413;121558.0;12.468.440.756.144.100;City_20;1
5231;20000.0;1.0;2.0;2.0;;0;0;0;0;0;0;19102.0;18054.0;19026.0;19406.0;18258.0;18694.0;1318.0;1290.0;670.0;663.0;740.0;536.0;0;0.09399838023823753;112540.0;990.353.755.128.617;City_31;1
5232;50000.0;1.0;1.0;2.0;25.0;0;0;0;0;0;0;18595.0;18326.0;18814.0;19189.0;19233.0;19108.0;1310.0;1297.0;672.0;837.0;836.0;836.0;0;0.034317142686170345;113265.0;10.819.798.284.210.200;City_5;1
5233;50000.0;1.0;2.0;1.0;35.0;1;2;0;0;0;2;29273.0;29504.0;32007.0;34474.0;37905.0;38131.0;1000.0;3000.0;3000.0;4000.0;1000.0;10000.0;0;-0.10873551238645068;201294.0;10.819.798.284.210.200;City_25;2
5234;50000.0;1.0;1.0;2.0;35.0;3;2;0;0;0;0;39437.0;38525.0;40809.0;33021.0;35479.0;36238.0;0.0;3000.0;2000.0;3000.0;1500.0;2000.0;0;-0.09192247879992504;223509.0;10.819.798.284.210.200;City_48;3
5235;150000.0;2.0;1.0;2.0;27.0;-1;-1;-1;-1;-1;-1;7310.0;4756.0;1919.0;8144.0;2969.0;8642.0;4756.0;1919.0;8144.0;2969.0;8642.0;0.0;0;-0.10043627408014306;33740.0;11.918.397.239.722.800;City_34;1
5236;20000.0;2.0;2.0;2.0;21.0;1;3;2;2;-1;-1;21003.0;20260.0;9686.0;0.0;6884.0;0.0;39.0;0.0;5000.0;13749.0;0.0;0.0;1;10.597.734.586.540.800;57833.0;990.353.755.128.617;City_43;2
5237;190000.0;2.0;1.0;1.0;39.0;2;2;0;0;0;0;171462.0;163148.0;165281.0;173231.0;132145.0;146854.0;0.0;10000.0;15000.0;10091.0;20000.0;10000.0;1;10.145.546.832.961.700;952121.0;12.154.784.614.286.600;City_16;2
5238;250000.0;1.0;1.0;1.0;46.0;-1;2;-1;-1;-1;-2;5379.0;992.0;12738.0;2310.0;0.0;0.0;0.0;12738.0;2310.0;0.0;0.0;840.0;0;0.02980748036606312;21419.0;12.429.220.196.836.300;City_46;1
5239;380000.0;1.0;1.0;1.0;32.0;0;0;0;0;0;0;53369.0;73954.0;35199.0;31136.0;28839.0;14584.0;30307.0;5044.0;5036.0;5081.0;2022.0;2026.0;0;0.04454171494480624;237081.0;12.847.929.163.278.000;City_23;1
5240;330000.0;2.0;2.0;2.0;28.0;0;0;0;0;0;0;255834.0;258822.0;254855.0;258220.0;256058.0;256840.0;9425.0;9000.0;9174.0;9590.0;9500.0;9400.0;0;0.023102699363055562;1540629.0;12.706.850.963.741.100;City_17;1
5241;50000.0;2.0;2.0;2.0;31.0;0;0;0;0;0;0;45861.0;47667.0;48119.0;8257.0;8037.0;9470.0;3687.0;5000.0;1000.0;309.0;2000.0;1000.0;0;0.062046445987558145;167411.0;10.819.798.284.210.200;City_11;1
5242;140000.0;2.0;1.0;2.0;31.0;0;0;0;2;2;2;41314.0;42377.0;43923.0;43051.0;44109.0;43253.0;1732.0;2278.0;3000.0;1892.0;0.0;1572.0;0;0.007921305095053113;258027.0;11.849.404.844.423.000;City_40;1
5243;20000.0;2.0;2.0;2.0;50.0;1;2;2;2;2;2;5065.0;4840.0;6100.0;5856.0;6432.0;6182.0;0.0;1500.0;0.0;822.0;0.0;2540.0;1;0.9148025589063858;34475.0;990.353.755.128.617;City_11;2
5244;70000.0;2.0;1.0;2.0;28.0;0;0;0;0;0;0;53690.0;54374.0;47762.0;44487.0;45618.0;46706.0;2208.0;1800.0;2000.0;2000.0;2000.0;3000.0;0;-0.13527492109966285;292637.0;11.156.264.806.643.700;City_1;1
5245;160000.0;2.0;1.0;2.0;31.0;0;0;0;0;0;0;160843.0;153543.0;157871.0;143690.0;134386.0;138038.0;6000.0;7225.0;5000.0;5000.0;5900.0;4992.0;0;0.04663767820049486;888371.0;11.982.935.344.196.400;City_2;1
5246;;2.0;2.0;1.0;34.0;-2;-2;-2;-2;-2;-2;6170.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.13333329021237222;6170.0;;City_33;1
5247;300000.0;2.0;1.0;2.0;27.0;-2;-2;-2;-2;-2;-2;3102.0;1499.0;318.0;2488.0;187.0;607.0;1506.0;319.0;2488.0;187.0;607.0;1945.0;0;-0.016994163692362233;8201.0;12.611.541.086.966.100;City_14;1
5248;70000.0;1.0;;2.0;28.0;0;0;2;0;0;0;24510.0;25807.0;26578.0;27826.0;29712.0;30563.0;2000.0;1500.0;2000.0;2500.0;1500.0;1200.0;0;0.2876964600415297;164996.0;11.156.264.806.643.700;City_32;1
5249;30000.0;2.0;2.0;1.0;28.0;0;0;0;2;0;0;11692.0;14505.0;17262.0;16690.0;17763.0;18960.0;3000.0;3000.0;0.0;1500.0;1500.0;1500.0;1;0.9742279643627901;96872.0;10.308.985.993.422.000;City_50;1
5250;390000.0;2.0;1.0;2.0;32.0;0;0;0;0;0;0;22008.0;23645.0;24947.0;26223.0;27643.0;29025.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;0;0.23857352537751142;153491.0;12.873.904.582.205.100;City_37;1
5251;20000.0;2.0;2.0;2.0;40.0;0;0;0;0;0;0;6689.0;7723.0;8730.0;8936.0;8994.0;9244.0;1300.0;1294.0;500.0;350.0;400.0;400.0;0;-0.004176809048845326;50316.0;990.353.755.128.617;City_29;1
5252;330000.0;2.0;1.0;1.0;44.0;0;0;0;0;0;0;234447.0;202747.0;180566.0;182604.0;186415.0;190303.0;8903.0;7903.0;6418.0;6633.0;6852.0;6910.0;0;0.11975189860851539;1177082.0;12.706.850.963.741.100;City_16;1
5253;420000.0;2.0;1.0;2.0;29.0;-2;-2;-2;-2;-2;-2;4406.0;4595.0;-13.0;2666.0;1614.0;6066.0;4205.0;5000.0;2679.0;1622.0;6080.0;3594.0;0;-0.04278997615246229;19334.0;12.948.012.371.209.000;City_31;1
5254;200000.0;1.0;1.0;1.0;63.0;-1;-1;-1;-1;-1;-1;316.0;316.0;316.0;316.0;316.0;316.0;316.0;316.0;316.0;316.0;316.0;316.0;0;-0.06202533698755448;1896.0;12.206.077.645.517.600;City_8;1
5255;70000.0;1.0;2.0;2.0;29.0;0;0;3;2;0;0;61762.0;70242.0;68107.0;42630.0;12927.0;27184.0;9500.0;0.0;0.0;1570.0;15184.0;2000.0;1;10.280.240.576.744.800;282852.0;11.156.264.806.643.700;City_1;1
5256;180000.0;2.0;2.0;1.0;40.0;0;0;0;-2;-2;-2;20831.0;1537.0;-43.0;-43.0;-43.0;-43.0;1000.0;0.0;0.0;0.0;0.0;0.0;0;0.0612076951761126;22196.0;12.100.717.685.412.400;City_27;1
5257;260000.0;2.0;3.0;3.0;55.0;0;0;0;0;0;0;185441.0;190942.0;194161.0;197287.0;172561.0;165409.0;10000.0;8000.0;7150.0;7057.0;7396.0;4060.0;0;-0.00608033214444833;1105801.0;12.468.440.756.144.100;City_14;1
5258;80000.0;2.0;3.0;2.0;25.0;-1;-1;-1;-1;-1;-1;571.0;3948.0;4695.0;390.0;1289.0;935.0;3952.0;4695.0;390.0;1289.0;935.0;390.0;0;-0.13216249020696863;11828.0;11.289.794.413.577.800;City_30;1
5259;250000.0;2.0;1.0;;32.0;-1;-1;-1;-1;-1;-1;165.0;165.0;165.0;165.0;165.0;315.0;165.0;165.0;165.0;165.0;315.0;130.0;0;0.05089743033203053;1140.0;12.429.220.196.836.300;City_19;1
5260;140000.0;1.0;1.0;2.0;29.0;0;0;0;0;0;0;137708.0;140804.0;137635.0;97928.0;99634.0;101020.0;5730.0;5200.0;3100.0;3200.0;3400.0;3300.0;0;0.22399198109809726;714729.0;11.849.404.844.423.000;City_16;1
5261;40000.0;2.0;2.0;;24.0;1;2;0;0;2;2;36890.0;36023.0;36993.0;38427.0;39875.0;39272.0;0.0;1989.0;2423.0;2000.0;0.0;1000.0;1;10.008.432.484.664.400;227480.0;10.596.659.732.783.500;City_40;2
5262;50000.0;2.0;2.0;1.0;36.0;0;0;0;-1;-1;-1;27433.0;12916.0;6509.0;4417.0;0.0;4331.0;1161.0;1000.0;5254.0;4166.0;8497.0;4679.0;0;0.029671733487814062;55606.0;10.819.798.284.210.200;City_7;1
5263;210000.0;2.0;2.0;1.0;37.0;0;0;0;0;0;0;162518.0;138078.0;134428.0;129871.0;131091.0;118405.0;8006.0;7009.0;5000.0;5000.0;17137.0;3863.0;0;-0.1657902926043748;814391.0;1.225.486.757.159.300;City_5;1
5264;180000.0;2.0;2.0;1.0;33.0;0;0;0;0;0;-1;30781.0;31202.0;31188.0;32979.0;22526.0;13338.0;2000.0;;2979.0;2526.0;13338.0;15186.0;0;0.14480554964124978;162014.0;12.100.717.685.412.400;City_11;1
5265;50000.0;1.0;2.0;2.0;45.0;0;0;0;0;0;0;46090.0;48343.0;50157.0;18675.0;18542.0;17129.0;3000.0;3000.0;1008.0;1000.0;1000.0;1000.0;0;0.038719505013207825;198936.0;10.819.798.284.210.200;City_7;1
5266;320000.0;2.0;2.0;2.0;54.0;0;0;0;0;0;0;156238.0;156087.0;153054.0;79107.0;70043.0;71724.0;10000.0;10000.0;10000.0;2500.0;3000.0;3000.0;0;0.10498169915822425;686253.0;12.676.079.399.771.000;City_50;1
5267;230000.0;1.0;1.0;1.0;41.0;-1;-1;-1;-2;-2;-2;9360.0;9650.0;0.0;0.0;0.0;0.0;9650.0;0.0;0.0;0.0;0.0;0.0;0;-0.036973599312128055;19010.0;12.345.838.935.721.900;City_20;1
5268;160000.0;2.0;2.0;1.0;40.0;-1;-1;-1;-1;-1;-1;671.0;671.0;671.0;671.0;671.0;1492.0;671.0;671.0;671.0;671.0;1492.0;0.0;0;0.022638267728212643;4847.0;11.982.935.344.196.400;City_47;1
5269;110000.0;1.0;2.0;2.0;25.0;0;0;0;0;0;0;99353.0;90517.0;78484.0;74652.0;75251.0;75643.0;3500.0;3500.0;3000.0;3000.0;2870.0;3000.0;0;-0.040359092804637606;493900.0;11.608.244.735.642.300;City_27;1
5270;250000.0;2.0;3.0;1.0;39.0;0;0;0;0;0;0;18376.0;20070.0;21428.0;22757.0;24382.0;28768.0;2000.0;2000.0;2000.0;2000.0;5000.0;4000.0;0;-0.22226803816562035;135781.0;12.429.220.196.836.300;City_30;1
5271;20000.0;2.0;5.0;2.0;37.0;0;0;0;0;0;0;6725.0;7843.0;10600.0;18660.0;7060.0;0.0;2000.0;3000.0;8060.0;0.0;0.0;0.0;0;0.00039366803779897203;50888.0;990.353.755.128.617;City_46;1
5272;170000.0;2.0;1.0;2.0;28.0;0;0;0;0;0;0;12324.0;13467.0;14394.0;15249.0;15999.0;16753.0;1350.0;1158.0;1100.0;1000.0;1025.0;1512.0;0;-0.000164728816515469;88186.0;1.204.355.959.836.800;City_31;1
5273;140000.0;1.0;3.0;1.0;32.0;0;0;0;0;0;0;140456.0;125288.0;117263.0;77496.0;79815.0;77911.0;5200.0;5006.0;5000.0;5000.0;3000.0;5000.0;0;0.0826024766226589;618229.0;11.849.404.844.423.000;City_23;1
5274;60000.0;2.0;2.0;1.0;42.0;0;0;0;2;2;2;56166.0;58022.0;61331.0;55566.0;59331.0;60569.0;2760.0;4941.0;0.0;4675.0;2361.0;0.0;1;0.865515046417316;350985.0;11.002.116.507.732.000;City_16;1
5275;20000.0;1.0;1.0;2.0;24.0;-1;-1;-1;-1;-2;-2;10283.0;0.0;750.0;0.0;0.0;0.0;0.0;750.0;0.0;0.0;0.0;0.0;1;0.9791063800436745;11033.0;990.353.755.128.617;City_32;1
5276;80000.0;1.0;2.0;1.0;;0;0;0;0;0;0;66484.0;59837.0;53367.0;48154.0;43214.0;44229.0;2731.0;2058.0;1700.0;1565.0;1730.0;1812.0;0;-0.05606468852491862;315285.0;11.289.794.413.577.800;City_36;1
5277;60000.0;1.0;3.0;2.0;34.0;2;0;0;0;0;0;58501.0;59225.0;59592.0;58654.0;58664.0;59323.0;2300.0;2578.0;2039.0;2088.0;2767.0;1750.0;0;-0.24760424863274208;353959.0;11.002.116.507.732.000;City_39;2
5278;210000.0;2.0;5.0;1.0;35.0;0;0;0;-2;-2;-1;84018.0;23953.0;0.0;0.0;0.0;239.0;2000.0;0.0;0.0;0.0;239.0;323.0;0;-0.03108494148682077;108210.0;1.225.486.757.159.300;City_24;1
5279;320000.0;;2.0;2.0;27.0;0;0;0;0;0;0;319069.0;323319.0;298072.0;180882.0;175560.0;131390.0;12661.0;11157.0;5730.0;5904.0;5890.0;2464.0;0;0.09440285856492667;1428292.0;12.676.079.399.771.000;City_35;1
5280;50000.0;2.0;3.0;1.0;;0;0;0;0;0;0;37234.0;37942.0;38003.0;11625.0;18442.0;9743.0;1963.0;2025.0;562.0;339.0;1200.0;600.0;0;-0.0707402321985794;152989.0;10.819.798.284.210.200;City_49;1
5281;10000.0;1.0;2.0;3.0;;0;0;-1;0;0;-2;8634.0;3192.0;1352.0;13352.0;0.0;0.0;1000.0;676.0;6000.0;120.0;0.0;0.0;0;0.017892493461761676;26530.0;9.210.440.366.976.510;City_39;1
5282;50000.0;1.0;2.0;2.0;51.0;0;0;0;0;0;0;48726.0;49050.0;49584.0;19791.0;18518.0;19078.0;2100.0;1600.0;700.0;670.0;866.0;618.0;1;1.032.431.172.351.560;204747.0;10.819.798.284.210.200;City_13;1
5283;140000.0;2.0;2.0;1.0;33.0;0;0;0;0;0;0;133094.0;132777.0;131672.0;133496.0;128509.0;124035.0;5005.0;4603.0;5002.0;4505.0;4400.0;4300.0;0;0.015655431480786932;783583.0;11.849.404.844.423.000;City_3;1
5284;50000.0;2.0;2.0;1.0;38.0;-1;-1;-1;-1;-1;-1;588.0;588.0;926.0;643.0;643.0;643.0;588.0;;643.0;643.0;643.0;643.0;0;-0.05308322116679675;4031.0;10.819.798.284.210.200;City_31;1
5285;80000.0;1.0;2.0;1.0;36.0;2;2;4;4;3;2;600.0;600.0;600.0;600.0;300.0;150.0;0.0;0.0;0.0;0.0;0.0;1000.0;1;10.376.295.937.765.600;2850.0;11.289.794.413.577.800;City_38;2
5286;300000.0;2.0;1.0;1.0;36.0;0;0;0;0;0;0;272899.0;254078.0;252427.0;254160.0;250645.0;245851.0;9251.0;10505.0;9157.0;9319.0;9600.0;8500.0;0;-0.001124073085333489;1530060.0;12.611.541.086.966.100;City_22;1
5287;520000.0;2.0;1.0;2.0;33.0;0;0;0;0;0;0;485298.0;499489.0;413019.0;168770.0;168964.0;191188.0;22000.0;18300.0;26500.0;30000.0;27000.0;25000.0;1;0.8967373903737541;1926728.0;13.161.586.013.632.600;City_40;1
5288;200000.0;2.0;2.0;3.0;57.0;0;0;0;0;0;0;79761.0;79515.0;80592.0;86216.0;88071.0;90842.0;3500.0;3000.0;7000.0;3400.0;4400.0;6500.0;0;0.038576578200741576;504997.0;12.206.077.645.517.600;City_17;1
5289;200000.0;2.0;2.0;1.0;35.0;1;-2;-1;-1;-1;-1;0.0;0.0;5825.0;0.0;3217.0;8273.0;0.0;5825.0;0.0;3217.0;8273.0;5158.0;0;0.09318894177633498;17315.0;12.206.077.645.517.600;City_30;2
5290;60000.0;2.0;2.0;1.0;44.0;0;0;0;0;0;0;56970.0;58848.0;20641.0;22229.0;24708.0;27255.0;3000.0;2000.0;2229.0;3000.0;3000.0;3305.0;0;-0.07188628208993163;210651.0;11.002.116.507.732.000;City_47;1
5291;180000.0;2.0;2.0;1.0;42.0;0;0;0;2;0;0;102449.0;104807.0;111048.0;107782.0;110879.0;113666.0;5500.0;9500.0;0.0;5000.0;5000.0;5000.0;0;0.05977834958004422;650631.0;12.100.717.685.412.400;City_34;1
5292;120000.0;2.0;2.0;2.0;24.0;0;0;0;0;0;0;32317.0;33496.0;34481.0;30102.0;30220.0;33523.0;2000.0;2000.0;2000.0;3000.0;6000.0;0.0;0;0.20701306214851037;194139.0;11.695.255.355.062.700;City_18;1
5293;50000.0;1.0;2.0;1.0;47.0;0;0;0;0;0;0;49032.0;48764.0;49521.0;48830.0;49728.0;50146.0;2599.0;2556.0;1665.0;1600.0;1800.0;2000.0;0;0.11218113528606716;296021.0;10.819.798.284.210.200;City_44;1
5294;20000.0;1.0;1.0;2.0;33.0;0;0;0;0;0;0;17593.0;38478.0;19703.0;19697.0;17303.0;1554.0;1472.0;1400.0;394.0;346.0;31.0;0.0;0;0.05888455542785212;114328.0;990.353.755.128.617;City_40;1
5295;10000.0;1.0;2.0;2.0;27.0;0;0;0;0;0;2;16944.0;8261.0;9252.0;9590.0;10129.0;8932.0;2296.0;1139.0;477.0;830.0;0.0;1241.0;1;1.041.319.934.247.500;63108.0;9.210.440.366.976.510;City_39;1
5296;520000.0;1.0;1.0;2.0;34.0;0;0;0;0;0;0;9568.0;8211.0;6850.0;13178.0;17059.0;17528.0;5014.0;5010.0;13009.0;10035.0;10007.0;5025.0;0;-0.06435145751735524;72394.0;13.161.586.013.632.600;City_21;1
5297;500000.0;2.0;1.0;1.0;33.0;-2;-2;-1;-1;-2;-1;125.0;-18088.0;1664089.0;121757.0;97115.0;377217.0;4366.0;1684259.0;121831.0;97670.0;379267.0;26759.0;0;-0.059230915098707274;2242215.0;13.122.365.377.402.300;City_32;1
5298;50000.0;1.0;2.0;2.0;24.0;0;0;0;0;0;0;50244.0;17987.0;18973.0;19369.0;19769.0;19385.0;1400.0;1301.0;700.0;700.0;700.0;700.0;0;0.043527871012126955;145727.0;10.819.798.284.210.200;City_32;1
5299;200000.0;2.0;2.0;1.0;29.0;0;0;0;0;0;0;61518.0;66541.0;53862.0;37056.0;19790.0;20842.0;25138.0;2569.0;793.0;49.0;15085.0;44701.0;0;0.004391814360457272;259609.0;12.206.077.645.517.600;City_2;1
5300;360000.0;2.0;1.0;2.0;36.0;1;-1;-1;-1;-1;-1;-8.0;2379.0;0.0;11850.0;150.0;459.0;2387.0;;11850.0;300.0;459.0;52.0;0;0.17927832288264622;14830.0;12.793.862.088.206.200;City_33;2
5301;400000.0;2.0;1.0;1.0;48.0;-1;-1;-1;-1;-1;-1;5880.0;18368.0;591.0;13654.0;45363.0;2640.0;18368.0;591.0;13662.0;45363.0;2640.0;28663.0;0;-0.11846151334620814;86496.0;12.899.222.326.086.900;City_22;1
5302;90000.0;1.0;2.0;2.0;30.0;-1;-1;-1;0;0;-1;370.0;370.0;922.0;552.0;182.0;312.0;370.0;922.0;0.0;0.0;500.0;600.0;0;-0.09535577557012821;2708.0;11.407.576.060.361.700;City_34;1
5303;90000.0;2.0;2.0;2.0;29.0;-1;0;0;-1;2;0;917.0;2917.0;0.0;3708.0;3503.0;9097.0;2000.0;0.0;3708.0;0.0;5693.0;170.0;0;-0.14147104195500634;20142.0;11.407.576.060.361.700;City_42;1
5304;200000.0;2.0;1.0;2.0;29.0;0;0;0;0;2;0;61099.0;64160.0;76593.0;93988.0;50292.0;10510.0;;14593.0;20150.0;0.0;5739.0;12050.0;0;0.15235768872562547;356642.0;12.206.077.645.517.600;City_8;1
5305;150000.0;2.0;1.0;1.0;38.0;-1;-1;-1;-1;-1;-1;110.0;564.0;13347.0;13155.0;10610.0;8394.0;567.0;13504.0;13221.0;10663.0;8436.0;2468.0;1;0.8336918361616357;46180.0;11.918.397.239.722.800;City_33;1
5306;350000.0;1.0;2.0;2.0;31.0;0;0;0;0;0;0;360347.0;357139.0;272072.0;267277.0;255680.0;261573.0;13100.0;10000.0;10000.0;8200.0;9000.0;9000.0;0;-0.02293166428121179;1774088.0;12.765.691.290.604.300;City_5;1
5307;500000.0;1.0;2.0;1.0;31.0;0;0;0;0;0;0;378886.0;382234.0;274586.0;273718.0;168418.0;167635.0;15057.0;11035.0;11035.0;7029.0;8035.0;10388.0;0;-0.05678357724635244;1645477.0;13.122.365.377.402.300;City_34;1
5308;160000.0;2.0;2.0;2.0;24.0;0;0;0;0;0;0;13038.0;158725.0;155808.0;98160.0;99057.0;100984.0;155000.0;5000.0;5000.0;3537.0;5000.0;4000.0;0;-0.23846352908697224;625772.0;11.982.935.344.196.400;City_36;1
5309;80000.0;1.0;1.0;2.0;35.0;0;0;0;0;0;0;52065.0;55205.0;55900.0;55622.0;56295.0;61598.0;5000.0;2606.0;2200.0;2100.0;6679.0;1700.0;0;-0.1404424511611746;336685.0;11.289.794.413.577.800;City_37;1
5310;130000.0;;2.0;2.0;38.0;0;0;-2;-2;-2;-2;133400.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0;-0.034376877809800616;133400.0;11.775.297.421.715.800;City_44;1
5311;100000.0;2.0;3.0;2.0;31.0;0;0;0;0;-1;-1;85030.0;49489.0;50424.0;51563.0;780.0;0.0;1820.0;2308.0;3000.0;780.0;0.0;0.0;0;-0.017625198957809264;237286.0;1.151.293.546.492.020;City_45;1
5312;80000.0;1.0;;1.0;46.0;0;0;2;0;0;0;30773.0;38879.0;26128.0;29137.0;30283.0;30523.0;10036.0;15.0;5003.0;3003.0;2007.0;1007.0;0;0.06679080485430032;185723.0;11.289.794.413.577.800;City_46;1
5313;50000.0;2.0;2.0;2.0;24.0;0;0;2;0;0;0;18201.0;26525.0;12969.0;13758.0;14390.0;16571.0;14813.0;1000.0;1000.0;1000.0;3000.0;1000.0;0;-0.009177640407437513;102414.0;10.819.798.284.210.200;City_37;1
5314;80000.0;2.0;1.0;1.0;50.0;1;-2;-2;-2;-2;-2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;-0.05569585022370804;0.0;11.289.794.413.577.800;City_5;2
5315;200000.0;1.0;1.0;2.0;27.0;1;-2;-2;-2;-1;-1;0.0;0.0;0.0;0.0;1202.0;84482.0;0.0;0.0;0.0;1202.0;84482.0;3162.0;0;0.07882951003581597;85684.0;12.206.077.645.517.600;City_42;2
5316;330000.0;2.0;2.0;2.0;28.0;0;0;0;0;0;0;37637.0;38676.0;40786.0;41767.0;42501.0;43359.0;1500.0;2600.0;1500.0;1400.0;1400.0;1500.0;0;0.15388176513773077;244726.0;12.706.850.963.741.100;City_5;1
5317;50000.0;2.0;1.0;2.0;26.0;2;0;0;0;0;2;10622.0;11642.0;12635.0;15403.0;16657.0;16240.0;1500.0;1500.0;3000.0;1500.0;0.0;3000.0;1;0.8656119984386862;83199.0;10.819.798.284.210.200;City_23;2
5318;80000.0;2.0;;2.0;23.0;-1;-1;-2;-2;-2;-2;309.0;-77.0;-77.0;-270.0;-463.0;-656.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0.9678706812506028;-1234.0;11.289.794.413.577.800;City_21;1
5319;270000.0;2.0;2.0;1.0;33.0;-1;-1;-1;-1;-1;0;11489.0;8874.0;3567.0;1556.0;7952.0;10794.0;8874.0;3567.0;1556.0;7952.0;4000.0;2000.0;0;0.14781612328316618;44232.0;12.506.180.941.677.300;City_11;1
5320;30000.0;2.0;3.0;1.0;60.0;0;0;0;2;0;0;11575.0;12351.0;13505.0;12677.0;12995.0;13443.0;1600.0;2000.0;0.0;1000.0;1000.0;1000.0;0;-0.05737511449861027;76546.0;10.308.985.993.422.000;City_29;1
5321;500000.0;1.0;2.0;2.0;30.0;-1;-1;-1;-1;-1;-1;869.0;2496.0;1924.0;976.0;986.0;1200.0;2507.0;1933.0;980.0;990.0;1206.0;1069.0;0;-0.046639974677395904;8451.0;13.122.365.377.402.300;City_46;1
5322;60000.0;2.0;1.0;2.0;26.0;-1;-1;2;-1;0;-1;3437.0;16932.0;2301.0;6220.0;2227.0;10416.0;16960.0;0.0;6227.0;0.0;10416.0;0.0;0;0.28791541643856844;41533.0;11.002.116.507.732.000;City_4;1
5323;20000.0;2.0;2.0;1.0;34.0;2;2;2;0;0;0;17151.0;16887.0;17302.0;18029.0;18362.0;18669.0;300.0;1000.0;1000.0;1000.0;1000.0;1000.0;0;0.03767724109906428;106400.0;990.353.755.128.617;City_42;2
5324;180000.0;2.0;2.0;2.0;28.0;1;-2;-2;-2;-2;-2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;-0.007390866366750258;0.0;12.100.717.685.412.400;City_44;2
5325;30000.0;2.0;2.0;;38.0;0;0;-2;-2;-2;-2;3656.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.12236679515184308;3656.0;10.308.985.993.422.000;City_21;1
5326;200000.0;1.0;1.0;1.0;45.0;-1;-1;-1;-1;-1;-1;577.0;0.0;2470.0;0.0;1350.0;1006.0;0.0;2470.0;0.0;1350.0;1006.0;0.0;0;0.08447589138159425;5403.0;12.206.077.645.517.600;City_23;1
5327;320000.0;2.0;1.0;2.0;32.0;-2;-2;-2;-2;-2;-2;3916.0;2872.0;4704.0;3382.0;2575.0;8097.0;2886.0;4732.0;3398.0;2588.0;8137.0;2474.0;0;0.281468334644461;25546.0;12.676.079.399.771.000;City_32;1
5328;210000.0;2.0;3.0;1.0;28.0;0;0;0;0;0;0;37608.0;39001.0;40053.0;41084.0;42416.0;43707.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;0;0.12160203938401973;243869.0;1.225.486.757.159.300;City_9;1
5329;2000000.0;2.0;1.0;2.0;30.0;-1;-1;-1;-1;-1;-1;665.0;2618.0;963.0;1459.0;1028.0;878.0;2618.0;963.0;1459.0;1028.0;878.0;878.0;0;-0.09698873697515722;76110.0;12.206.077.645.517.600;City_41;1
